player,player_id,team,position,age,handedness,npb_plus_sprint_speed_kmh,npb_plus_ordinal_band,npb_plus_cohort_rank,npb_plus_cohort_size,exposure,direct_t90,direct_t90_measurement_year,standardized_short_distance_evidence,standardized_30m,standardized_50m,cohort,cohort_ordinal,historical_physical_evidence,measurement_era,anchor_relative_status,acceleration_top_speed_classification,classification_basis,physical_conflict_flags,temporal_comparison_boundary,context_only_hp_to_1b,physical_only_sns_queue_status
今宮 健太,31335131,福岡ソフトバンクホークス,,,,30.4,B7_LOWER_COHORT_OCTILE,85,100,"{""PA"":138,""games"":47,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":15,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":85,""current_npb_plus_size"":100,""current_npb_plus_band"":""B7_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
周東 佑京,21925136,福岡ソフトバンクホークス,,,,35,B1_FASTEST_COHORT_OCTILE,1,100,"{""PA"":404,""games"":95,""pa_bucket"":""PA_400_PLUS"",""full_effort_run_proxy_count"":59,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":1,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""event_max_speed"",""seconds"":null,""value"":30.4,""unit"":""ft/s"",""measurement_year"":2023,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2023 WBC semifinal, one event"",""timing_method"":""Statcast event tracking"",""start_protocol"":""in-game baserunning event"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""shuto_wbc_2023_event_max_speed"",""source_name"":""Full-Count"",""source_url"":""https://full-count.jp/2023/03/21/post1354277/"",""reason"":null},{""metric"":""50m"",""seconds"":5.7,""value"":null,""unit"":null,""measurement_year"":2017,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""shuto_50m_profile"",""source_name"":""東京農業大学"",""source_url"":""https://www.nodai.ac.jp/news/article/42017/"",""reason"":null}]","[2023,2017]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.69,""value"":null,""unit"":null,""measurement_year"":2020,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2020年開幕～8月31日、セーフティーバントから一塁到達した場面"",""timing_method"":""contact_to_1b"",""start_protocol"":""swing_to_run_bunt"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2020_3.69_1"",""source_name"":""スポーツナビ（パ・リーグインサイト）"",""source_url"":""https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.5,""value"":null,""unit"":null,""measurement_year"":2020,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2020年開幕～8月31日、セーフティーバントから一塁到達し、宇佐見真吾の送球より先に到達した場面"",""timing_method"":""contact_to_1b"",""start_protocol"":""swing_to_run_bunt"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2020_3.5_3"",""source_name"":""スポーツナビ（パ・リーグインサイト）"",""source_url"":""https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.83,""value"":null,""unit"":null,""measurement_year"":2023,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2023年3月30日～5月14日、打ち損ねのゴロを反射的に走り出した内野安打"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2023_3.83_10"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/50792"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.77,""value"":null,""unit"":null,""measurement_year"":2023,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2023年3月30日～5月14日、内野安打の一塁到達"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2023_3.77_11"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/50792"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.81,""value"":null,""unit"":null,""measurement_year"":2024,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2024年開幕～4月30日、一二塁間のゴロで投手との競走になった内野安打"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2024_3.81_12"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/61236"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.8,""value"":null,""unit"":null,""measurement_year"":2024,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2024年開幕～4月30日、二塁手から一塁カバー投手へのトスと競走になった内野安打"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2024_3.8_13"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/61236"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.75,""value"":null,""unit"":null,""measurement_year"":2024,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2024年開幕～4月30日、内野安打の一塁到達"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2024_3.75_15"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/61236"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.4,""value"":null,""unit"":null,""measurement_year"":2024,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""2024年開幕～4月30日、三塁線へのセーフティーバント"",""timing_method"":""reported_hp_to_1b_unspecified_origin"",""start_protocol"":""swing_to_run_bunt"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_hp_to_1b_周東佑京_2024_3.4_17"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/61236"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":3.95,""value"":null,""unit"":null,""measurement_year"":2013,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_in_game"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""shuto_hp_to_1b_highschool_game"",""source_name"":""GOETHE"",""source_url"":""https://goetheweb.jp/person/article/20230209-star-46"",""reason"":null}]",NOT_QUEUED
山川 穂高,21425139,福岡ソフトバンクホークス,,,,29.4,B8_SLOWEST_COHORT_OCTILE,96,100,"{""PA"":168,""games"":46,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":14,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":96,""current_npb_plus_size"":100,""current_npb_plus_band"":""B8_SLOWEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.2,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""D"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""yamakawa_50m_profile"",""source_name"":""ドラフト・レポート"",""source_url"":""https://draft-repo.com/blog-entry-1559.html"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
柳田 悠岐,31835133,福岡ソフトバンクホークス,,,,32.1,B3_UPPER_MID_COHORT_OCTILE,34,100,"{""PA"":333,""games"":89,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":20,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":34,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.94,""value"":null,""unit"":null,""measurement_year"":2010,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""yanagita_50m_profile"",""source_name"":""web Sportiva"",""source_url"":""https://sportiva.shueisha.co.jp/clm/baseball/npb/2015/07/14/post_583/"",""reason"":null}]",[2010],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.98,""value"":null,""unit"":null,""measurement_year"":2009,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""author observation"",""start_protocol"":""swing_to_run_in_game"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""yanagita_hp_to_1b_college_game"",""source_name"":""GOETHE"",""source_url"":""https://goetheweb.jp/person/article/20210610-yuki_yanagita"",""reason"":null}]",NOT_QUEUED
柳町 達,73175151,福岡ソフトバンクホークス,,,,31.5,B5_MID_LOWER_COHORT_OCTILE,54,100,"{""PA"":214,""games"":60,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":21,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":54,""current_npb_plus_size"":100,""current_npb_plus_band"":""B5_MID_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.2,""value"":null,""unit"":null,""measurement_year"":2016,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""D"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""yanagimachi_50m_profile"",""source_name"":""ドラフト・レポート"",""source_url"":""https://draft-repo.com/blog-entry-3199.html"",""reason"":null}]",[2016],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
栗原 陵矢,01705130,福岡ソフトバンクホークス,,,,31.3,B5_MID_LOWER_COHORT_OCTILE,61,100,"{""PA"":439,""games"":100,""pa_bucket"":""PA_400_PLUS"",""full_effort_run_proxy_count"":40,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":61,""current_npb_plus_size"":100,""current_npb_plus_band"":""B5_MID_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""D"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""kurihara_50m_profile"",""source_name"":""ドラフト・レポート"",""source_url"":""https://draft-repo.com/blog-entry-2032.html"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
正木 智也,81885155,福岡ソフトバンクホークス,,,,31.1,B6_LOWER_MID_COHORT_OCTILE,68,100,"{""PA"":292,""games"":62,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":31,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":68,""current_npb_plus_size"":100,""current_npb_plus_band"":""B6_LOWER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.6,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""D"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""masaki_50m_profile"",""source_name"":""ドラフト・レポート"",""source_url"":""https://draft-repo.com/blog-entry-3445.html"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
海野 隆司,81385151,福岡ソフトバンクホークス,,,,30.3,B8_SLOWEST_COHORT_OCTILE,88,100,"{""PA"":228,""games"":75,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":25,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":88,""current_npb_plus_size"":100,""current_npb_plus_band"":""B8_SLOWEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
牧原 大成,61465133,福岡ソフトバンクホークス,,,,33.5,B1_FASTEST_COHORT_OCTILE,8,100,"{""PA"":368,""games"":97,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":35,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":8,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.8,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""C"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""makihara_50m_profile"",""source_name"":""田尻耕太郎の鷹バン！"",""source_url"":""https://koutaro-tajiri.theletter.jp/posts/ea6a6ac0-a6b2-11ee-b571-5fc5ffed7957"",""reason"":null}]","[""unknown""]","{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.69,""value"":null,""unit"":null,""measurement_year"":2019,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""bat-ball contact to first-base touch"",""start_protocol"":""swing_to_run_safety_bunt"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""makihara_hp_to_1b_bunt_2019"",""source_name"":""パ・リーグ.com"",""source_url"":""https://pacificleague.com/news/2019/8/18255"",""reason"":null}]",NOT_QUEUED
近藤 健介,41745135,福岡ソフトバンクホークス,,,,31.2,B6_LOWER_MID_COHORT_OCTILE,64,100,"{""PA"":417,""games"":97,""pa_bucket"":""PA_400_PLUS"",""full_effort_run_proxy_count"":37,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":64,""current_npb_plus_size"":100,""current_npb_plus_band"":""B6_LOWER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
丸 佳浩,21425116,読売ジャイアンツ,,,,31.4,B5_MID_LOWER_COHORT_OCTILE,57,100,"{""PA"":82,""games"":46,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":8,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":57,""current_npb_plus_size"":100,""current_npb_plus_band"":""B5_MID_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
