mapping_id	record_type	record_id	original_pw_id	corrected_pw_id	mapping_disposition	module	actual_requirement_text	semantic_check
EVENT-PNW2-012-PW-155	EVENT	PNW2-012	PW-155	PW-155	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	PASS
EVENT-PNW2-012-PW-156	EVENT	PNW2-012	PW-156	PW-156	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Knowledge Capitalを人材・実績・研究で蓄積する	PASS
EVENT-PNW2-012-PW-157	EVENT	PNW2-012	PW-157	PW-157	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	成功した組織人材を他球団が引き抜きノウハウが拡散する	PASS
EVENT-PNW2-012-PW-158	EVENT	PNW2-012	PW-158	PW-158	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	新施策をスタッフが提案しユーザーが承認/実験/却下可能	PASS
EVENT-PNW2-013-PW-116	EVENT	PNW2-013	PW-116	PW-116	RETAINED_SEMANTICALLY_CONSISTENT	RESEARCH	2年目のジンクスを相手研究と本人再適応で自然発生させる	PASS
EVENT-PNW2-013-PW-117	EVENT	PNW2-013	PW-117	PW-117	RETAINED_SEMANTICALLY_CONSISTENT	RESEARCH	試合中の1巡目→2巡目→3巡目で相手学習を持つ	PASS
EVENT-PNW2-013-PW-120	EVENT	PNW2-013	PW-120	PW-120	RETAINED_SEMANTICALLY_CONSISTENT	RESEARCH	球団ごとに事前分析/映像/初見対応/試合中調整力を持つ	PASS
EVENT-PNW2-013-PW-145	EVENT	PNW2-013	PW-145	PW-145	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	球団固有の革新的な獲得・育成・分析施策を大量に導入する	PASS
EVENT-PNW2-013-PW-153	EVENT	PNW2-013	PW-153	PW-153	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	AI活用・AI開発・映像解析・scouting・mechanics等を継続革新領域にする	PASS
EVENT-PNW2-013-PW-155	EVENT	PNW2-013	PW-155	PW-155	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	PASS
EVENT-PNW2-013-PW-156	EVENT	PNW2-013	PW-156	PW-156	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Knowledge Capitalを人材・実績・研究で蓄積する	PASS
EVENT-PNW2-013-PW-157	EVENT	PNW2-013	PW-157	PW-157	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	成功した組織人材を他球団が引き抜きノウハウが拡散する	PASS
EVENT-PNW2-013-PW-158	EVENT	PNW2-013	PW-158	PW-158	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	新施策をスタッフが提案しユーザーが承認/実験/却下可能	PASS
EVENT-PNW2-014-PW-149	EVENT	PNW2-014	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
EVENT-PNW2-014-PW-151	EVENT	PNW2-014	PW-151	PW-151	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	MLB AA/海外大学/JUCO/独立等との新pipelineを構築可能	PASS
EVENT-PNW2-014-PW-174	EVENT	PNW2-014	PW-174	PW-174	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	世界中で野球普及・競技人口増加・league発展を起こせる	PASS
EVENT-PNW2-014-PW-175	EVENT	PNW2-014	PW-175	PW-175	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	国ごとに人気/競技人口/施設/指導/league quality等のecosystem stateを持つ	PASS
EVENT-PNW2-014-PW-177	EVENT	PNW2-014	PW-177	PW-177	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	NPB球団が海外academy/coach/scout等で世界普及へ関与できる	PASS
EVENT-PNW2-015-PW-149	EVENT	PNW2-015	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
EVENT-PNW2-015-PW-150	EVENT	PNW2-015	PW-150	PW-150	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	多軍制に選手数/試合機会メリットと大きな維持費を持たせる	PASS
EVENT-PNW2-015-PW-151	EVENT	PNW2-015	PW-151	PW-151	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	MLB AA/海外大学/JUCO/独立等との新pipelineを構築可能	PASS
EVENT-PNW2-015-PW-153	EVENT	PNW2-015	PW-153	PW-153	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	AI活用・AI開発・映像解析・scouting・mechanics等を継続革新領域にする	PASS
EVENT-PNW2-015-PW-155	EVENT	PNW2-015	PW-155	PW-155	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	PASS
EVENT-PNW2-015-PW-156	EVENT	PNW2-015	PW-156	PW-156	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Knowledge Capitalを人材・実績・研究で蓄積する	PASS
EVENT-PNW2-015-PW-157	EVENT	PNW2-015	PW-157	PW-157	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	成功した組織人材を他球団が引き抜きノウハウが拡散する	PASS
EVENT-PNW2-015-PW-158	EVENT	PNW2-015	PW-158	PW-158	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	新施策をスタッフが提案しユーザーが承認/実験/却下可能	PASS
EVENT-PNW2-015-PW-179	EVENT	PNW2-015	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
EVENT-PNW2-015-PW-180	EVENT	PNW2-015	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
EVENT-PNW2-016-PW-141	EVENT	PNW2-016	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
EVENT-PNW2-016-PW-149	EVENT	PNW2-016	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
EVENT-PNW2-016-PW-150	EVENT	PNW2-016	PW-150	PW-150	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	多軍制に選手数/試合機会メリットと大きな維持費を持たせる	PASS
EVENT-PNW2-016-PW-155	EVENT	PNW2-016	PW-155	PW-155	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	PASS
EVENT-PNW2-016-PW-247	EVENT	PNW2-016	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNW2-017-PW-149	EVENT	PNW2-017	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
EVENT-PNW2-017-PW-150	EVENT	PNW2-017	PW-150	PW-150	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	多軍制に選手数/試合機会メリットと大きな維持費を持たせる	PASS
EVENT-PNW2-017-PW-165	EVENT	PNW2-017	PW-165	PW-165	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外の全試合をNPB同等詳細にはせずleague別sim粒度を変える	PASS
EVENT-PNW2-017-PW-179	EVENT	PNW2-017	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
EVENT-PNW2-017-PW-180	EVENT	PNW2-017	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
EVENT-PNW2-018-PW-149	EVENT	PNW2-018	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
EVENT-PNW2-018-PW-150	EVENT	PNW2-018	PW-150	PW-150	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	多軍制に選手数/試合機会メリットと大きな維持費を持たせる	PASS
EVENT-PNW2-018-PW-168	EVENT	PNW2-018	PW-168	PW-168	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	PASS
EVENT-PNW2-018-PW-179	EVENT	PNW2-018	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
EVENT-PNW2-018-PW-180	EVENT	PNW2-018	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
EVENT-PNW2-018-PW-247	EVENT	PNW2-018	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNW2-019-PW-053	EVENT	PNW2-019	PW-053	PW-053	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	ドラフトを長期人材供給システムとして扱う	PASS
EVENT-PNW2-019-PW-054	EVENT	PNW2-019	PW-054	PW-054	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	高校/大学/社会人/独立を固定成長型でなく年齢・完成度・情報量で差別化	PASS
EVENT-PNW2-019-PW-055	EVENT	PNW2-019	PW-055	PW-055	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	ドラフト候補の真の能力とスカウト評価を分離する	PASS
EVENT-PNW2-019-PW-145	EVENT	PNW2-019	PW-145	PW-145	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	球団固有の革新的な獲得・育成・分析施策を大量に導入する	PASS
EVENT-PNW2-019-PW-151	EVENT	PNW2-019	PW-151	PW-151	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	MLB AA/海外大学/JUCO/独立等との新pipelineを構築可能	PASS
EVENT-PNW2-019-PW-239	EVENT	PNW2-019	PW-239	PW-239	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	NPBの外国人候補一覧は世界から切り離されたランダム生成ではなくGlobal Baseball Worldに実在する選手からスカウト結果として作る	PASS
EVENT-PNW2-019-PW-240	EVENT	PNW2-019	PW-240	PW-240	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	同一の海外選手をNPB・MLB・KBO・CPBL等の複数市場が同時に評価・交渉しNPBが常に獲得できるわけではない	PASS
EVENT-PNW2-019-PW-241	EVENT	PNW2-019	PW-241	PW-241	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外選手を他球団より早く発見・関係構築すること自体に情報優位と価格優位を持たせる	PASS
EVENT-PNW2-019-PW-260	EVENT	PNW2-019	PW-260	PW-260	RETAINED_SEMANTICALLY_CONSISTENT	PROSPECT	世界中の全アマ選手を個体生成せずdraft圏内と周辺のprospect universeを個体化・永続化して計算量と人物史を両立する	PASS
EVENT-PNW2-020-PW-053	EVENT	PNW2-020	PW-053	PW-053	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	ドラフトを長期人材供給システムとして扱う	PASS
EVENT-PNW2-020-PW-055	EVENT	PNW2-020	PW-055	PW-055	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	ドラフト候補の真の能力とスカウト評価を分離する	PASS
EVENT-PNW2-020-PW-120	EVENT	PNW2-020	PW-120	PW-120	RETAINED_SEMANTICALLY_CONSISTENT	RESEARCH	球団ごとに事前分析/映像/初見対応/試合中調整力を持つ	PASS
EVENT-PNW2-020-PW-145	EVENT	PNW2-020	PW-145	PW-145	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	球団固有の革新的な獲得・育成・分析施策を大量に導入する	PASS
EVENT-PNW2-020-PW-153	EVENT	PNW2-020	PW-153	PW-153	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	AI活用・AI開発・映像解析・scouting・mechanics等を継続革新領域にする	PASS
EVENT-PNW2-020-PW-155	EVENT	PNW2-020	PW-155	PW-155	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	PASS
EVENT-PNW2-020-PW-239	EVENT	PNW2-020	PW-239	PW-239	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	NPBの外国人候補一覧は世界から切り離されたランダム生成ではなくGlobal Baseball Worldに実在する選手からスカウト結果として作る	PASS
EVENT-PNW2-020-PW-241	EVENT	PNW2-020	PW-241	PW-241	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外選手を他球団より早く発見・関係構築すること自体に情報優位と価格優位を持たせる	PASS
EVENT-PNW2-020-PW-260	EVENT	PNW2-020	PW-260	PW-260	RETAINED_SEMANTICALLY_CONSISTENT	PROSPECT	世界中の全アマ選手を個体生成せずdraft圏内と周辺のprospect universeを個体化・永続化して計算量と人物史を両立する	PASS
EVENT-PNW2-021-PW-054	EVENT	PNW2-021	PW-054	PW-054	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	高校/大学/社会人/独立を固定成長型でなく年齢・完成度・情報量で差別化	PASS
EVENT-PNW2-021-PW-055	EVENT	PNW2-021	PW-055	PW-055	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	ドラフト候補の真の能力とスカウト評価を分離する	PASS
EVENT-PNW2-021-PW-168	EVENT	PNW2-021	PW-168	PW-168	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	PASS
EVENT-PNW2-021-PW-188	EVENT	PNW2-021	PW-188	PW-188	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	選手会を正式な制度主体として実装する	PASS
EVENT-PNW2-021-PW-205	EVENT	PNW2-021	PW-205	PW-205	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	組織のcompliance/discipline/internal reporting等を持つ	PASS
EVENT-PNW2-021-PW-239	EVENT	PNW2-021	PW-239	PW-239	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	NPBの外国人候補一覧は世界から切り離されたランダム生成ではなくGlobal Baseball Worldに実在する選手からスカウト結果として作る	PASS
EVENT-PNW2-021-PW-240	EVENT	PNW2-021	PW-240	PW-240	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	同一の海外選手をNPB・MLB・KBO・CPBL等の複数市場が同時に評価・交渉しNPBが常に獲得できるわけではない	PASS
EVENT-PNW2-021-PW-241	EVENT	PNW2-021	PW-241	PW-241	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外選手を他球団より早く発見・関係構築すること自体に情報優位と価格優位を持たせる	PASS
EVENT-PNW2-021-PW-244	EVENT	PNW2-021	PW-244	PW-244	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	自操作球団で代表参加を選手意思に任せるかユーザー最終決定にするか選択可能にする案を保持する	PASS
EVENT-PNW2-021-PW-256	EVENT	PNW2-021	PW-256	PW-256	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	外国人枠・一軍登録可能数・支配下/育成等のroster制度もRule Proposal Engineで将来変更可能にする	PASS
EVENT-PNW2-022-PW-053	EVENT	PNW2-022	PW-053	PW-053	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	ドラフトを長期人材供給システムとして扱う	PASS
EVENT-PNW2-022-PW-054	EVENT	PNW2-022	PW-054	PW-054	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	高校/大学/社会人/独立を固定成長型でなく年齢・完成度・情報量で差別化	PASS
EVENT-PNW2-022-PW-055	EVENT	PNW2-022	PW-055	PW-055	RETAINED_SEMANTICALLY_CONSISTENT	DRAFT	ドラフト候補の真の能力とスカウト評価を分離する	PASS
EVENT-PNW2-022-PW-195	EVENT	PNW2-022	PW-195	PW-195	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	ドラフト制度を自由に変更可能なRule Engineにする	PASS
EVENT-PNW2-022-PW-196	EVENT	PNW2-022	PW-196	PW-196	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	希望枠/自由入団枠/ウェイバー/lottery/NPB型抽選等を組替可能	PASS
EVENT-PNW2-022-PW-198	EVENT	PNW2-022	PW-198	PW-198	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	制度変更に施行日・経過措置・対象世代を持たせる	PASS
EVENT-PNW2-022-PW-239	EVENT	PNW2-022	PW-239	PW-239	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	NPBの外国人候補一覧は世界から切り離されたランダム生成ではなくGlobal Baseball Worldに実在する選手からスカウト結果として作る	PASS
EVENT-PNW2-022-PW-240	EVENT	PNW2-022	PW-240	PW-240	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	同一の海外選手をNPB・MLB・KBO・CPBL等の複数市場が同時に評価・交渉しNPBが常に獲得できるわけではない	PASS
EVENT-PNW2-022-PW-241	EVENT	PNW2-022	PW-241	PW-241	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外選手を他球団より早く発見・関係構築すること自体に情報優位と価格優位を持たせる	PASS
EVENT-PNW2-022-PW-260	EVENT	PNW2-022	PW-260	PW-260	RETAINED_SEMANTICALLY_CONSISTENT	PROSPECT	世界中の全アマ選手を個体生成せずdraft圏内と周辺のprospect universeを個体化・永続化して計算量と人物史を両立する	PASS
EVENT-PNW2-023-PW-151	EVENT	PNW2-023	PW-151	PW-151	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	MLB AA/海外大学/JUCO/独立等との新pipelineを構築可能	PASS
EVENT-PNW2-023-PW-168	EVENT	PNW2-023	PW-168	PW-168	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	PASS
EVENT-PNW2-023-PW-172	EVENT	PNW2-023	PW-172	PW-172	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国際制度は自由化だけでなく規制強化/協定終了/ビザ問題等もあり得る	PASS
EVENT-PNW2-023-PW-173	EVENT	PNW2-023	PW-173	PW-173	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外制度変更がNPBの選手市場へ波及する	PASS
EVENT-PNW2-023-PW-195	EVENT	PNW2-023	PW-195	PW-195	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	ドラフト制度を自由に変更可能なRule Engineにする	PASS
EVENT-PNW2-023-PW-196	EVENT	PNW2-023	PW-196	PW-196	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	希望枠/自由入団枠/ウェイバー/lottery/NPB型抽選等を組替可能	PASS
EVENT-PNW2-023-PW-198	EVENT	PNW2-023	PW-198	PW-198	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	制度変更に施行日・経過措置・対象世代を持たせる	PASS
EVENT-PNW2-023-PW-239	EVENT	PNW2-023	PW-239	PW-239	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	NPBの外国人候補一覧は世界から切り離されたランダム生成ではなくGlobal Baseball Worldに実在する選手からスカウト結果として作る	PASS
EVENT-PNW2-023-PW-240	EVENT	PNW2-023	PW-240	PW-240	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	同一の海外選手をNPB・MLB・KBO・CPBL等の複数市場が同時に評価・交渉しNPBが常に獲得できるわけではない	PASS
EVENT-PNW2-023-PW-241	EVENT	PNW2-023	PW-241	PW-241	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	海外選手を他球団より早く発見・関係構築すること自体に情報優位と価格優位を持たせる	PASS
EVENT-PNW2-023-PW-256	EVENT	PNW2-023	PW-256	PW-256	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	外国人枠・一軍登録可能数・支配下/育成等のroster制度もRule Proposal Engineで将来変更可能にする	PASS
EVENT-PNW2-024-PW-129	EVENT	PNW2-024	PW-129	PW-129	RETAINED_SEMANTICALLY_CONSISTENT	CONTRACT	FA契約を金額だけでなく年数/role/優勝/愛着/地域等で選ぶ	PASS
EVENT-PNW2-024-PW-133	EVENT	PNW2-024	PW-133	PW-133	RETAINED_SEMANTICALLY_CONSISTENT	CONTRACT	ポスティング希望→球団容認でも海外契約不成立なら残留する	PASS
EVENT-PNW2-024-PW-134	EVENT	PNW2-024	PW-134	PW-134	RETAINED_SEMANTICALLY_CONSISTENT	CONTRACT	ポスティング不成立理由を市場/条件/role/medical/制度等から生成	PASS
EVENT-PNW2-024-PW-135	EVENT	PNW2-024	PW-135	PW-135	RETAINED_SEMANTICALLY_CONSISTENT	CONTRACT	球団のposting friendliness評判を持つ	PASS
EVENT-PNW2-024-PW-138	EVENT	PNW2-024	PW-138	PW-138	RETAINED_SEMANTICALLY_CONSISTENT	CONTRACT	長期高額契約が将来財務・若手起用を圧迫する	PASS
EVENT-PNW2-024-PW-139	EVENT	PNW2-024	PW-139	PW-139	RETAINED_SEMANTICALLY_CONSISTENT	CONTRACT	FA/契約市場価格を供給・年齢・希少性等で変動させる	PASS
EVENT-PNW2-024-PW-141	EVENT	PNW2-024	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
EVENT-PNW2-024-PW-188	EVENT	PNW2-024	PW-188	PW-188	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	選手会を正式な制度主体として実装する	PASS
EVENT-PNW2-024-PW-189	EVENT	PNW2-024	PW-189	PW-189	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	FA年数短縮等を選手会/球団/NPBの交渉で変更可能	PASS
EVENT-PNW2-024-PW-198	EVENT	PNW2-024	PW-198	PW-198	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	制度変更に施行日・経過措置・対象世代を持たせる	PASS
EVENT-PNW2-024-PW-247	EVENT	PNW2-024	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNW2-025-PW-149	EVENT	PNW2-025	PW-149	PW-149	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	ソフトバンク型3軍/4軍制を作れる	PASS
EVENT-PNW2-025-PW-150	EVENT	PNW2-025	PW-150	PW-150	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	多軍制に選手数/試合機会メリットと大きな維持費を持たせる	PASS
EVENT-PNW2-025-PW-151	EVENT	PNW2-025	PW-151	PW-151	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	MLB AA/海外大学/JUCO/独立等との新pipelineを構築可能	PASS
EVENT-PNW2-025-PW-155	EVENT	PNW2-025	PW-155	PW-155	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	PASS
EVENT-PNW2-025-PW-156	EVENT	PNW2-025	PW-156	PW-156	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Knowledge Capitalを人材・実績・研究で蓄積する	PASS
EVENT-PNW2-025-PW-157	EVENT	PNW2-025	PW-157	PW-157	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	成功した組織人材を他球団が引き抜きノウハウが拡散する	PASS
EVENT-PNW2-025-PW-179	EVENT	PNW2-025	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
EVENT-PNW2-025-PW-180	EVENT	PNW2-025	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
EVENT-PNW2-026-PW-103	EVENT	PNW2-026	PW-103	PW-103	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	年俸より出場機会を求めるFAを可能にする	PASS
EVENT-PNW2-026-PW-104	EVENT	PNW2-026	PW-104	PW-104	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	海外志向・家族・地元・優勝・安定・role等を選手ごとに異なるweightで持つ	PASS
EVENT-PNW2-026-PW-127	EVENT	PNW2-026	PW-127	PW-127	RETAINED_SEMANTICALLY_CONSISTENT	TRANSFER	戦力外→海外→復活→NPB復帰を可能にする	PASS
EVENT-PNW2-026-PW-128	EVENT	PNW2-026	PW-128	PW-128	RETAINED_SEMANTICALLY_CONSISTENT	TRANSFER	戦力外後のKBO/CPBL/Mexico/独立等の進路を本人価値観で選択	PASS
EVENT-PNW2-026-PW-155	EVENT	PNW2-026	PW-155	PW-155	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	Network Capitalを蓄積し一朝一夕で海外pipelineを作れないようにする	PASS
EVENT-PNW2-026-PW-157	EVENT	PNW2-026	PW-157	PW-157	RETAINED_SEMANTICALLY_CONSISTENT	INNOVATION	成功した組織人材を他球団が引き抜きノウハウが拡散する	PASS
EVENT-PNW2-026-PW-213	EVENT	PNW2-026	PW-213	PW-213	RETAINED_SEMANTICALLY_CONSISTENT	HISTORY	選手のdraft/二軍/一軍/海外/受賞/移籍/契約/代表/引退後staffを一生涯保存	PASS
EVENT-PNW2-026-PW-214	EVENT	PNW2-026	PW-214	PW-214	RETAINED_SEMANTICALLY_CONSISTENT	HISTORY	球団の順位/人事/補強/革新/不祥事/制度議論等を球団史に保存	PASS
EVENT-PNW2-027-PW-174	EVENT	PNW2-027	PW-174	PW-174	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	世界中で野球普及・競技人口増加・league発展を起こせる	PASS
EVENT-PNW2-027-PW-178	EVENT	PNW2-027	PW-178	PW-178	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	市場を開拓した球団だけが永遠に独占せず他球団/MLBが参入する	PASS
EVENT-PNW2-027-PW-179	EVENT	PNW2-027	PW-179	PW-179	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	十分な基盤が整えば新しいprofessional leagueが稀に誕生する	PASS
EVENT-PNW2-027-PW-180	EVENT	PNW2-027	PW-180	PW-180	RETAINED_SEMANTICALLY_CONSISTENT	WORLD_GROWTH	league縮小/統合/停滞も可能にして世界全体無限成長を防ぐ	PASS
EVENT-PNW2-027-PW-201	EVENT	PNW2-027	PW-201	PW-201	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	球団数12を初期条件とし14/16等への拡張を可能にする	PASS
EVENT-PNW2-027-PW-203	EVENT	PNW2-027	PW-203	PW-203	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	league/地区/CS/Japan Series/interleague/試合数を変更可能	PASS
EVENT-PNW2-027-PW-204	EVENT	PNW2-027	PW-204	PW-204	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	球団移転/売却/合併は低頻度の大事件として将来候補	PASS
EVENT-PNW2-028-PW-201	EVENT	PNW2-028	PW-201	PW-201	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	球団数12を初期条件とし14/16等への拡張を可能にする	PASS
EVENT-PNW2-028-PW-202	EVENT	PNW2-028	PW-202	PW-202	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	拡張時にExpansion Draftを実施可能	PASS
EVENT-PNW2-028-PW-203	EVENT	PNW2-028	PW-203	PW-203	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	league/地区/CS/Japan Series/interleague/試合数を変更可能	PASS
