anchor_id,player,measurement_era,measurement_date,metric,value,unit,direction,cohort_id,cohort_completeness,source_manifest_id,source_tier,anchor_confidence,bank_acceptance_status,raw_trial_count,selection_method,selection_scope,speed_band,band_basis,cohort_rank,cohort_size,integration_boundary,limitations
A0089,川合錬磨,2025,2025-12-07,50M_STANDING_START_SECONDS,6.29,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,18,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0090,新保玖和,2025,2025-12-07,50M_STANDING_START_SECONDS,6.14,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,9,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0091,光弘帆高,2025,2025-12-07,50M_STANDING_START_SECONDS,6.42,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,25,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0092,小林隼翔,2025,2025-12-07,50M_STANDING_START_SECONDS,6.27,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,13,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0093,緒方漣,2025,2025-12-07,50M_STANDING_START_SECONDS,6.59,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,31,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0094,吉田祐大,2025,2025-12-07,50M_STANDING_START_SECONDS,6.47,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,28,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0095,西浦真平,2025,2025-12-07,50M_STANDING_START_SECONDS,6.44,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,27,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0096,佐藤悠太,2025,2025-12-07,50M_STANDING_START_SECONDS,6.51,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,30,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0097,黒田義信,2025,2025-12-07,50M_STANDING_START_SECONDS,6.07,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,8,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0098,榊原七斗,2025,2025-12-07,50M_STANDING_START_SECONDS,5.99,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,5,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0099,境亮陽,2025,2025-12-07,50M_STANDING_START_SECONDS,5.92,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,3,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0100,寺尾拳聖,2025,2025-12-07,50M_STANDING_START_SECONDS,6.27,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,14,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0101,眞邉麗生,2025,2025-12-07,50M_STANDING_START_SECONDS,6.03,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,7,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0102,三好元気,2025,2025-12-07,50M_STANDING_START_SECONDS,6.34,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,22,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0103,岩田悠聖,2025,2025-12-07,50M_STANDING_START_SECONDS,6.39,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,23,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0104,星野大和,2025,2025-12-07,50M_STANDING_START_SECONDS,6.02,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,6,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0105,春山陽登,2025,2025-12-07,50M_STANDING_START_SECONDS,6.26,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,11,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0106,市橋昂士,2025,2025-12-07,50M_STANDING_START_SECONDS,5.91,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,2,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0107,田上夏衣,2025,2025-12-07,50M_STANDING_START_SECONDS,5.92,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,4,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0108,中山優月,2025,2025-12-07,50M_STANDING_START_SECONDS,6.42,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,26,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0109,カリステ,2017,2017-season,T90FT_SECONDS,3.94,seconds,LOWER_IS_FASTER,mlb_statcast_2017_SF,PLAYER_SEASON_OFFICIAL_CSV_ROW,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,ABSOLUTE_DIRECT_HISTORICAL_OBSERVATION_ONLY,ABSOLUTE_DIRECT_UNBANDED_CROSS_ERA,No cross-era T90 band: direct observations are retained without an assumed current equivalence class.,,,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Different player-season eras are not treated as a current NPB equivalence class.
A0110,サンタナ,2020,2020-season,T90FT_SECONDS,4.13,seconds,LOWER_IS_FASTER,mlb_statcast_2020_CLE,PLAYER_SEASON_OFFICIAL_CSV_ROW,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,ABSOLUTE_DIRECT_HISTORICAL_OBSERVATION_ONLY,ABSOLUTE_DIRECT_UNBANDED_CROSS_ERA,No cross-era T90 band: direct observations are retained without an assumed current equivalence class.,,,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Different player-season eras are not treated as a current NPB equivalence class.
A0111,秋山翔吾,2021,2021-season,T90FT_SECONDS,3.97,seconds,LOWER_IS_FASTER,mlb_statcast_2021_CIN,PLAYER_SEASON_OFFICIAL_CSV_ROW,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,ABSOLUTE_DIRECT_HISTORICAL_OBSERVATION_ONLY,ABSOLUTE_DIRECT_UNBANDED_CROSS_ERA,No cross-era T90 band: direct observations are retained without an assumed current equivalence class.,,,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Different player-season eras are not treated as a current NPB equivalence class.
A0112,ポランコ,2021,2021-season,T90FT_SECONDS,3.99,seconds,LOWER_IS_FASTER,mlb_statcast_2021_PIT,PLAYER_SEASON_OFFICIAL_CSV_ROW,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,ABSOLUTE_DIRECT_HISTORICAL_OBSERVATION_ONLY,ABSOLUTE_DIRECT_UNBANDED_CROSS_ERA,No cross-era T90 band: direct observations are retained without an assumed current equivalence class.,,,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Different player-season eras are not treated as a current NPB equivalence class.
A0113,モンテロ,2024,2024-season,T90FT_SECONDS,4.2,seconds,LOWER_IS_FASTER,mlb_statcast_2024_COL,PLAYER_SEASON_OFFICIAL_CSV_ROW,mlb_statcast_running_splits_live_revalidation_20260810,A_FIRST_PARTY_LIVE_REVERIFIED,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,ABSOLUTE_DIRECT_HISTORICAL_OBSERVATION_ONLY,ABSOLUTE_DIRECT_UNBANDED_CROSS_ERA,No cross-era T90 band: direct observations are retained without an assumed current equivalence class.,,,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Different player-season eras are not treated as a current NPB equivalence class.
A0114,中川 圭太,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,23,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0115,太田 椋,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,42,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0116,宗 佑磨,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.9,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,38,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0117,来田 涼斗,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.4,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,28,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0118,森 友哉,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.2,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,62,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0119,紅林 弘太郎,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,72,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0120,若月 健矢,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,30.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,73,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0121,西川 龍馬,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.1,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,65,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0122,西野 真弘,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.6,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,49,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0123,カリステ,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.3,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,59,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0124,土田 龍空,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.2,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,63,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0125,大島 洋平,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,31.7,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,43,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0126,岡林 勇希,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,32.5,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,26,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
A0127,木下 拓哉,2026,2026 season snapshot,NPB_PLUS_SPRINT_SPEED_KMH,29.4,km_per_hour,HIGHER_IS_FASTER,npb_plus_2026_current_roster_100,100_OF_100_TARGET_ROSTER_ROWS,npb_plus_sprint_exposure_2026,B_CURRENT_ORDINAL_SAMPLE_COUNT_NOT_PUBLISHED,MODERATE,ACCEPTED_MODERATE_CURRENT_ORDINAL,1,single_observed_value,CURRENT_NPB_PLUS_ORDINAL_WITHIN_100_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,95,100,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,The public source does not publish per-player run sample counts or qualified-run counts. This is never converted or treated as an MLB-equivalent metric.
