player,player_id,team,sprint_kmh,final_rating,final_low,final_high,confidence,primary_evidence_class,secondary_evidence_class,anchor_status,sns_classification,video_classification,temporal_status,metric_conflict,decision_class,short_rationale,prior_provisional_baseline_rating,prior_provisional_rounded_rating,point_change_vs_prior_provisional,prior_comparison_status,rating_derivation
牧 秀悟,13115153,横浜DeNAベイスターズ,31.6,66,59,73,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,65.527,66,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
筒香 嘉智,41945131,横浜DeNAベイスターズ,30.2,53,45,61,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_DIRECT_T90_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,VIDEO_INCONCLUSIVE,HISTORICAL_DIRECT_T90_2022_PROVENANCE_CORRECTED_CONTEXT_ONLY,HISTORICAL_DIRECT_T90_AND_CURRENT_NPB_PLUS_NOT_CROSS_METRIC_AVERAGED,AFFIRMED_CURRENT_ORDINAL_WITH_HISTORICAL_DIRECT_CONTEXT,2026 NPB+ 30.2km/hの同一100人内順位を現行中心として明示affirm。2022年公式T90=4.20秒のprovenance訂正は歴史文脈として保持し、2026へ自動転用しない。動画はusable current full-effort play=0で、数値入力にしていない。,52.962,53,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
蝦名 達夫,51555151,横浜DeNAベイスターズ,31.4,64,57,71,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,63.732,64,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
今宮 健太,31335131,福岡ソフトバンクホークス,30.4,55,48,62,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,54.757,55,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
周東 佑京,21925136,福岡ソフトバンクホークス,35,96,89,100,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 35.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,96.042,96,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
山川 穂高,21425139,福岡ソフトバンクホークス,29.4,46,39,53,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,45.781,46,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
柳田 悠岐,31835133,福岡ソフトバンクホークス,32.1,70,63,77,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,70.014,70,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
柳町 達,73175151,福岡ソフトバンクホークス,31.5,65,58,72,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,64.629,65,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
栗原 陵矢,01705130,福岡ソフトバンクホークス,31.3,63,56,70,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,62.834,63,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
正木 智也,81885155,福岡ソフトバンクホークス,31.1,61,54,68,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,61.039,61,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
海野 隆司,81385151,福岡ソフトバンクホークス,30.3,54,47,61,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,53.859,54,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
牧原 大成,61465133,福岡ソフトバンクホークス,33.5,83,76,90,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,82.58,83,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
近藤 健介,41745135,福岡ソフトバンクホークス,31.2,62,55,69,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.2km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,61.937,62,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
丸 佳浩,21425116,読売ジャイアンツ,31.4,64,54,74,LOW,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,SNS_TIEBREAK,TEMPORAL_CHANGE_SUPPORTED,NOT_IN_VIDEO_TIEBREAK_SCOPE,SNS_TEMPORAL_CHANGE_SUPPORTED_CONSTRAINT_ONLY,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL_TEMPORAL_CONSTRAINT,2026 NPB+ 31.4km/hの同一100人内順位を現行中心として明示affirm。SNSの時間変化は旧証拠のcarry-forwardを抑える制約としてのみ使用。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,63.732,64,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
佐々木 俊輔,51955159,読売ジャイアンツ,33,78,71,85,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,78.092,78,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
吉川 尚輝,73375134,読売ジャイアンツ,32.5,74,67,81,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,73.604,74,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
大城 卓三,21325136,読売ジャイアンツ,29.2,44,37,51,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.2km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,43.986,44,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
岸田 行倫,91595136,読売ジャイアンツ,29.4,46,39,53,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,45.781,46,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
松本 剛,21625135,読売ジャイアンツ,31.4,64,57,71,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,63.732,64,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
中野 拓夢,41445153,阪神タイガース,32.9,77,70,84,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.9km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,77.195,77,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
伏見 寅威,61065137,阪神タイガース,29.1,43,36,50,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 29.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,43.089,43,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
佐藤 輝明,41045153,阪神タイガース,32.1,70,63,77,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,70.014,70,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
坂本 誠志郎,11915132,阪神タイガース,30.2,53,46,60,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.2km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,52.962,53,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
大山 悠輔,21325134,阪神タイガース,30.5,56,49,63,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,55.654,56,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
小幡 竜平,31535138,阪神タイガース,32.8,76,69,83,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.8km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,76.297,76,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
木浪 聖也,31735138,阪神タイガース,30,51,44,58,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,51.166,51,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
梅野 隆太郎,21325139,阪神タイガース,30.6,57,47,67,LOW,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,SNS_TIEBREAK,MIXED_CONSENSUS,VIDEO_INCONCLUSIVE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL_MIXED_BAND_WIDENED,2026 NPB+ 30.6km/hの同一100人内順位を現行中心として明示affirm。異metricまたはSNS混在は点を平均せず、レンジ拡大で表現。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,56.552,57,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
森下 翔太,43145157,阪神タイガース,30.5,56,49,63,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,55.654,56,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
