source_id,player,team,packet_id,case_type,provenance,source_platform,source_class,author,author_id,author_account,post_id,post_url,source_url,posted_at,post_date,post_date_precision,retrieved_at,query,query_kinds,grok_x_search_receipt_ids,grok_x_search_receipt_provenance,text_excerpt,quote_excerpt,paraphrased_physical_speed_claim,paraphrased_claim,current_historical,temporal_relevance,evidence_direction,supports_faster_current_slower_mixed,directness,evidence_strength,independence_group,accepted,acceptance_status,rejection_reason,physical_speed_only,is_repost,is_syndicated_copy,same_origin_duplicate_of,existing_duplicate_of_source_id,accessibility_status,identity_status
GXSR136,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@35dragons35,,@35dragons35,1917114584466686203,https://x.com/35dragons35/status/1917114584466686203,https://x.com/35dragons35/status/1917114584466686203,2025-04-29 07:11:49 GMT,2025-04-29,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:32:03.729Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ041""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,木下拓哉さんは足は遅いけど天才です✨,木下拓哉さんは足は遅いけど天才です✨,2025年の投稿は、木下の足を遅いと明示する。,2025年の投稿は、木下の足を遅いと明示する。,CURRENT_2025,CURRENT_2025,SLOWER,slower,EXPLICIT_CURRENT_PHYSICAL_SPEED_LABEL,MODERATE,X_AUTHOR_35dragons35,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR137,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@kotarodra,,@kotarodra,1927330130390610265,https://x.com/kotarodra/status/1927330130390610265,https://x.com/kotarodra/status/1927330130390610265,2025-05-27 11:44:45 GMT,2025-05-27,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:32:03.729Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ041""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,木下拓哉、分かっているけど足が遅い。,木下拓哉、分かっているけど足が遅い。,2025年の投稿は、木下の足を遅いと明示する。,2025年の投稿は、木下の足を遅いと明示する。,CURRENT_2025,CURRENT_2025,SLOWER,slower,EXPLICIT_CURRENT_PHYSICAL_SPEED_LABEL,MODERATE,X_AUTHOR_kotarodra,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR138,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@Dragons_tam,,@Dragons_tam,2027352201530909151,https://x.com/Dragons_tam/status/2027352201530909151,https://x.com/Dragons_tam/status/2027352201530909151,2026-02-27 11:56:45 GMT,2026-02-27,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:32:03.729Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ041""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,木下拓哉、福田永将より足遅い人久々に見たかも,木下拓哉、福田永将より足遅い人久々に見たかも,2026年の比較投稿は、木下を遅い側に置く。,2026年の比較投稿は、木下を遅い側に置く。,CURRENT_2026,CURRENT_2026,SLOWER,slower,DIRECT_COMPARATIVE_SPEED_OBSERVATION,MODERATE,X_AUTHOR_Dragons_tam,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR139,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@devu_chin,,@devu_chin,2028085797224952083,https://x.com/devu_chin/status/2028085797224952083,https://x.com/devu_chin/status/2028085797224952083,,,NOT_RETURNED,2026-08-10T12:32:07.798Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run"",""speedster""]","[""GXQ038"",""GXQ042""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,"今日の試合の1番の見どころ
木下拓哉全力疾走アウト","今日の試合の1番の見どころ
木下拓哉全力疾走アウト",,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_devu_chin,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR140,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@chocomintlove36,,@chocomintlove36,2035237638966521957,https://x.com/chocomintlove36/status/2035237638966521957,https://x.com/chocomintlove36/status/2035237638966521957,2026-03-21 06:10:40 GMT,2026-03-21,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:32:03.729Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ041""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,木下拓哉足遅すぎて神,木下拓哉足遅すぎて神,2026年の投稿は、木下の足を非常に遅いと明示する。,2026年の投稿は、木下の足を非常に遅いと明示する。,CURRENT_2026,CURRENT_2026,SLOWER,slower,EXPLICIT_CURRENT_PHYSICAL_SPEED_LABEL,MODERATE,X_AUTHOR_chocomintlove36,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR141,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@hayaken_pprz,,@hayaken_pprz,2038941065110343706,https://x.com/hayaken_pprz/status/2038941065110343706,https://x.com/hayaken_pprz/status/2038941065110343706,2026-03-31 11:26:46 GMT,2026-03-31,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:32:03.729Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ041""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,木下拓哉、足遅すぎやろ。笑,木下拓哉、足遅すぎやろ。笑,2026年の投稿は、木下の足を非常に遅いと明示する。,2026年の投稿は、木下の足を非常に遅いと明示する。,CURRENT_2026,CURRENT_2026,SLOWER,slower,EXPLICIT_CURRENT_PHYSICAL_SPEED_LABEL,MODERATE,X_AUTHOR_hayaken_pprz,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR142,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@q9wc0ddNvxfmc,,@q9wc0ddNvxfmc,2042540211490742632,https://x.com/q9wc0ddNvxfmc/status/2042540211490742632,https://x.com/q9wc0ddNvxfmc/status/2042540211490742632,,,NOT_RETURNED,2026-08-10T12:01:09.435Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speedster""]","[""GXQ038""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,俊足木下拓哉ぁぁぁぁぃぁぅあ！！！,俊足木下拓哉ぁぁぁぁぃぁぅあ！！！,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,FASTER,faster,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_q9wc0ddNvxfmc,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR143,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@pasan111211,,@pasan111211,2045104911399231544,https://x.com/pasan111211/status/2045104911399231544,https://x.com/pasan111211/status/2045104911399231544,,,NOT_RETURNED,2026-08-10T12:01:09.435Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speedster""]","[""GXQ038""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,俊足の木下拓哉,俊足の木下拓哉,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,FASTER,faster,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_pasan111211,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR144,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@19dra77,,@19dra77,2068694192268951963,https://x.com/19dra77/status/2068694192268951963,https://x.com/19dra77/status/2068694192268951963,2026-06-21,2026-06-21,DAY_RETURNED_BY_GROK_X,2026-08-10T12:31:22.029Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「スピード」「直線速度」「加速」など、走る速さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed""]","[""GXQ040""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,,,,,CURRENT_2026,CURRENT_2026,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_19dra77,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR145,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@togetokage803,,@togetokage803,2080565020254228660,https://x.com/togetokage803/status/2080565020254228660,https://x.com/togetokage803/status/2080565020254228660,,,NOT_RETURNED,2026-08-10T12:32:00.337Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability"",""speedster"",""year_2026""]","[""GXQ038"",""GXQ039"",""GXQ043""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,走力の査定あんま良く知らないですが木下拓哉と同じくらいです,走力の査定あんま良く知らないですが木下拓哉と同じくらいです,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_togetokage803,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR146,木下 拓哉,中日ドラゴンズ,P014,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@MIH11616512,,@MIH11616512,2080573398347133119,https://x.com/MIH11616512/status/2080573398347133119,https://x.com/MIH11616512/status/2080573398347133119,,,NOT_RETURNED,2026-08-10T12:32:00.337Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「木下 拓哉」です。投稿本文に「木下 拓哉」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability"",""speedster"",""year_2026""]","[""GXQ038"",""GXQ039"",""GXQ043""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,(現実のサノーって木下拓哉と同じ走力か…？),(現実のサノーって木下拓哉と同じ走力か…？),,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_MIH11616512,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR147,野間 峻祥,広島東洋カープ,P052,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@RURI_SEIKAIHADO,,@RURI_SEIKAIHADO,1795444505690386510,https://x.com/RURI_SEIKAIHADO/status/1795444505690386510,https://x.com/RURI_SEIKAIHADO/status/1795444505690386510,2024-05-28 13:18:22 GMT,2024-05-28,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:36:29.169Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「野間 峻祥」です。投稿本文に「野間 峻祥」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""fast""]","[""GXQ091""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,「野間峻祥という周東選手と「100m徒競走(ルビ:うまぴょい伝説)」して欲しい野手もいますが、彼も懐かしの「ノマノマイェイ」を流すので、是非とも覚えてください(笑)そして、足速いので気をつけて。」,「野間峻祥という周東選手と「100m徒競走(ルビ:うまぴょい伝説)」して欲しい野手もいますが、彼も懐かしの「ノマノマイェイ」を流すので、是非とも覚えてください(笑)そして、足速いので気をつけて。」,,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,FASTER,faster,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_RURI_SEIKAIHADO,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR148,野間 峻祥,広島東洋カープ,P052,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@JINJIN13480843,,@JINJIN13480843,1829059665671663729,https://x.com/JINJIN13480843/status/1829059665671663729,https://x.com/JINJIN13480843/status/1829059665671663729,2024-08-29,2024-08-29,DAY_RETURNED_BY_GROK_X,2026-08-10T12:36:37.977Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「野間 峻祥」です。投稿本文に「野間 峻祥」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability""]","[""GXQ093""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,"大学時代の野間の脚力やっぱヤバいわ
(","大学時代の野間の脚力やっぱヤバいわ
(",,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,NON_DIRECTIONAL,not_directional,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_JINJIN13480843,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR149,野間 峻祥,広島東洋カープ,P052,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@Donden_Suenaga,,@Donden_Suenaga,1979822981338820791,https://x.com/Donden_Suenaga/status/1979822981338820791,https://x.com/Donden_Suenaga/status/1979822981338820791,2025-10-19 08:12:36 GMT,2025-10-19,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:37:08.967Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「野間 峻祥」です。投稿本文に「野間 峻祥」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""fast"",""running_ability"",""year_2025""]","[""GXQ091"",""GXQ093"",""GXQ098""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,「松川、大学時代の野間峻祥くらい足速いな」,「松川、大学時代の野間峻祥くらい足速いな」,,,CURRENT_2025,CURRENT_2025,FASTER,faster,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_Donden_Suenaga,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
