raw_id,player,player_display,team_or_affiliation,measurement_date,measurement_year,measurement_era,metric,value,unit,timing_method,start_protocol,surface_or_conditions,cohort_id,cohort_completeness,source_manifest_id,source_tier,source_name,source_url,evidence_class,original_usage_class,canonicality,high_confidence_candidate,bank_acceptance_status,rejection_reason,same_measurement_cluster_id,temporal_resolution_status,selected_as_anchor,selected_anchor_id,notes
R00288,柳町 達,柳町 達,福岡ソフトバンクホークス,,unknown,unknown,50M_PROFILE_SECONDS,6.2,seconds,unknown,unknown,unknown,unknown,NOT_PUBLICLY_DOCUMENTED_OR_ARCHIVAL_DUPLICATE,existing_npb_physical_inventory_20260809,D,ドラフト・レポート,https://draft-repo.com/blog-entry-3199.html,HISTORICAL_PROFILE_HINT,HISTORICAL_PROFILE_HINT,ARCHIVAL_INVENTORY_RECORD,false,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,yanagimachi_50m_profile,YEAR_INFERRED_MEDIUM,false,,"Low-tier profile value, kept as historical hint only."
R00289,柳田 悠岐,柳田 悠岐,福岡ソフトバンクホークス,,unknown,unknown,50M_PROFILE_SECONDS,5.94,seconds,unknown,unknown,unknown,unknown,NOT_PUBLICLY_DOCUMENTED_OR_ARCHIVAL_DUPLICATE,existing_npb_physical_inventory_20260809,B,web Sportiva,https://sportiva.shueisha.co.jp/clm/baseball/npb/2015/07/14/post_583/,HISTORICAL_PROFILE_HINT,HISTORICAL_PROFILE_HINT,ARCHIVAL_INVENTORY_RECORD,false,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,yanagita_50m_profile,YEAR_INFERRED_MEDIUM,false,,Historical profile claim with unknown test conditions.
R00290,柳田 悠岐,柳田 悠岐,福岡ソフトバンクホークス,,2009,2009,HP_TO_1B_SECONDS,3.98,seconds,author observation,swing_to_run_in_game,unknown,unknown,NOT_PUBLICLY_DOCUMENTED_OR_ARCHIVAL_DUPLICATE,existing_npb_physical_inventory_20260809,B,GOETHE,https://goetheweb.jp/person/article/20210610-yuki_yanagita,CONTEXT_ONLY,CONTEXT_ONLY,ARCHIVAL_INVENTORY_RECORD,false,REJECTED_OR_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,yanagita_hp_to_1b_college_game,UNRESOLVED_OR_SOURCE_STATED,false,,University-game home-to-first time is contextual only.
R00291,清宮 幸太郎,清宮 幸太郎,北海道日本ハムファイターズ,,unknown,unknown,50M_PROFILE_SECONDS,6.5,seconds,unknown,unknown,unknown,unknown,NOT_PUBLICLY_DOCUMENTED_OR_ARCHIVAL_DUPLICATE,existing_npb_physical_inventory_20260809,B,web Sportiva,https://sportiva.shueisha.co.jp/clm/baseball/hs_other/2016/04/05/post_726/?page=3,HISTORICAL_PROFILE_HINT,HISTORICAL_PROFILE_HINT,ARCHIVAL_INVENTORY_RECORD,false,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,kiyomiya_50m_profile,STILL_UNKNOWN,false,,High-school profile value; timing conditions are unknown.
R00292,田宮 裕涼,田宮 裕涼,北海道日本ハムファイターズ,,unknown,unknown,50M_PROFILE_SECONDS,,seconds,unknown,unknown,unknown,unknown,NOT_PUBLICLY_DOCUMENTED_OR_ARCHIVAL_DUPLICATE,existing_npb_physical_inventory_20260809,B,日刊スポーツ,https://www.nikkansports.com/baseball/news/202212100001143.html,HISTORICAL_PROFILE_HINT,HISTORICAL_PROFILE_HINT,ARCHIVAL_INVENTORY_RECORD,false,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,tamiya_50m_profile_text,STILL_UNKNOWN,false,,Only a range expression is published; exact time and protocol are unknown.
R00293,奈良間 大己,奈良間 大己,北海道日本ハムファイターズ,,2022,2022,50M_PROFILE_SECONDS,6.31,seconds,electronic_photoelectric,unknown,unknown,侍ジャパン大学代表選考合宿,NOT_PUBLICLY_DOCUMENTED_OR_ARCHIVAL_DUPLICATE,existing_npb_physical_inventory_20260809,C,Existing standardized 50m reference,https://www.youtube.com/watch?v=fC8_8iA7Cao,STANDARDIZED_PRIOR,STANDARDIZED_PRIOR,DUPLICATE_OF_CANONICAL_STANDARDIZED_SOURCE,false,REJECTED_OR_CONTEXT_ONLY,DUPLICATE_OF_CANONICAL_STANDARDIZED_SOURCE_RECORD,standardized_50m_2022-06-19_奈良間大己,UNRESOLVED_OR_SOURCE_STATED,false,,"Shared electronic/photoelectric 50m test is comparable within its cohort, but it is historical and has no validated NPB+ T90 bridge."
R00294,奈良間 大己,奈良間 大己,北海道日本ハムファイターズ,,unknown,unknown,50M_PROFILE_SECONDS,5.8,seconds,unknown,unknown,unknown,unknown,NOT_PUBLICLY_DOCUMENTED_OR_ARCHIVAL_DUPLICATE,existing_npb_physical_inventory_20260809,B,スポニチ,https://www.sponichi.co.jp/baseball/news/2022/11/15/kiji/20221115s00001173066000c.html,HISTORICAL_PROFILE_HINT,HISTORICAL_PROFILE_HINT,ARCHIVAL_INVENTORY_RECORD,false,REJECTED_OR_CONTEXT_ONLY,REJECTED_PROTOCOL_OR_DATE_NOT_PUBLICLY_DOCUMENTED,narama_50m_profile_claim,STILL_UNKNOWN,false,,Profile claim differs from the preserved electronic 6.31 test; source does not establish whether this is a different session.
R00295,近本光司,近本光司,阪神タイガース,,2018,2018,30M_CURATED_SECONDS,3.87,seconds,unknown,unknown,unknown,入団前後の体力測定。記事は大阪ガス在籍時に実施した身体能力測定として報道。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,日刊スポーツ,https://www.nikkansports.com/baseball/news/201901200000650.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_近本光司_2018_3.87,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒87。プロトコル不明なので距離がT90に近くても直接T90扱いしない。
R00296,小幡竜平,小幡竜平,阪神タイガース,,2018,2018,30M_CURATED_SECONDS,3.98,seconds,unknown,unknown,unknown,新入団選手の体力測定。参加選手中トップ。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,スポーツ報知,https://hochi.news/articles/20181202-OHT1T50237.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_小幡竜平_2018_3.98,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒98。
R00297,島田海吏,島田海吏,阪神タイガース,,2017,2017,30M_CURATED_SECONDS,3.99,seconds,unknown,unknown,unknown,新入団選手の体力測定。同期最速。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,デイリースポーツ,https://www.daily.co.jp/tigers/2017/12/04/0010787359.shtml,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_島田海吏_2017_3.99,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒99。
R00298,塩見泰隆,塩見泰隆,東京ヤクルトスワローズ,,2018,2018,30M_CURATED_SECONDS,3.85,seconds,unknown,unknown,unknown,新人合同自主トレの30m走。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,デイリースポーツ,https://www.daily.co.jp/baseball/2018/01/17/0010903502.shtml,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_塩見泰隆_2018_3.85,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒85。記事は山田哲人のチームベスト3秒80にも言及。
R00299,山田哲人,山田哲人,東京ヤクルトスワローズ,,,UNKNOWN,30M_CURATED_SECONDS,3.8,seconds,unknown,unknown,unknown,塩見の記事内で『かつてマークしたチームベスト』として記載。測定年不明。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,low,デイリースポーツ,https://www.daily.co.jp/baseball/2018/01/17/0010903502.shtml,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_山田哲人_null_3.8,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒80。測定年・詳細プロトコル不明なので塩見より信頼度を下げる。
R00300,井坪陽生,井坪陽生,阪神タイガース,,2022,2022,30M_CURATED_SECONDS,3.93,seconds,unknown,unknown,unknown,新入団選手の施設見学・体力測定。新人7選手中トップ。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,日刊スポーツ,https://www.nikkansports.com/baseball/news/202212110001346.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_井坪陽生_2022_3.93,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒93。
R00301,高寺望夢,高寺望夢,阪神タイガース,,2020,2020,30M_CURATED_SECONDS,3.93,seconds,unknown,unknown,unknown,新入団選手の体力測定。30m走とトップスピードでの10m走の両方が新人トップ。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,日刊スポーツ,https://www.nikkansports.com/baseball/news/202012060000816.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_高寺望夢_2020_3.93,EXACT_OR_NOT_APPLICABLE,false,,30m 3秒93 / トップスピード10m 1秒61。後者はT30初期加速とは別の終盤速度材料として保存。
R00302,佐藤輝明,佐藤輝明,阪神タイガース,,2020,2020,30M_CURATED_SECONDS,4,seconds,unknown,unknown,unknown,新入団選手の体力測定。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,デイリースポーツ,https://origin.daily.co.jp/tigers/2020/12/07/0013919463.shtml,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_佐藤輝明_2020_4,EXACT_OR_NOT_APPLICABLE,false,,30m走4秒00。体格に対して高い瞬発力という文脈だが、その定性評価は能力へ加点しない。
R00303,宇草孔基,宇草孔基,広島東洋カープ,,2020,2020,30M_CURATED_SECONDS,3.98,seconds,unknown,unknown,unknown,新人合同自主トレ期間の体力測定。新人で唯一3秒台。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,medium,スポニチ,https://www.sponichi.co.jp/baseball/news/2020/01/12/articles/20200112s00001173285000c.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_宇草孔基_2020_3.98,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒98。
R00304,荒木郁也,荒木郁也,阪神タイガース,,,UNKNOWN,30M_CURATED_SECONDS,3.66,seconds,unknown,unknown,unknown,春季キャンプの30m測定として小幡関連記事が過去記録を紹介。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,low,日刊スポーツ,https://www.nikkansports.com/baseball/news/201812030000340.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_荒木郁也_null_3.66,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒66。元記事ではなく後年記事の過去記録なので信頼度low。
R00305,江越大賀,江越大賀,阪神タイガース,,,UNKNOWN,30M_CURATED_SECONDS,3.97,seconds,unknown,unknown,unknown,春季キャンプの30m測定として小幡関連記事が過去記録を紹介。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,low,日刊スポーツ,https://www.nikkansports.com/baseball/news/201812030000340.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_江越大賀_null_3.97,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒97。元記事未確認。
R00306,横田慎太郎,横田慎太郎,阪神タイガース,,,UNKNOWN,30M_CURATED_SECONDS,3.99,seconds,unknown,unknown,unknown,春季キャンプの30m測定として小幡関連記事が過去記録を紹介。,PROTOCOL_UNKNOWN,curated_30m_measurements_20260809,low,日刊スポーツ,https://www.nikkansports.com/baseball/news/201812030000340.html,HISTORICAL_PROFILE_DIRECTIONAL,tier_d_physical_prior,CANONICAL_SOURCE_RECORD,false,REJECTED_PROTOCOL,REJECTED_PROTOCOL_NOT_FULLY_PUBLICLY_DOCUMENTED,curated30_横田慎太郎_null_3.99,EXACT_OR_NOT_APPLICABLE,false,,30m走3秒99。元記事未確認。
R00307,辰己涼介,辰己涼介,東北楽天ゴールデンイーグルス,,2018,2018,HP_TO_1B_SECONDS,3.78,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,unknown,2018年ドラフト1位指名後の記事に記載された一塁到達タイム,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com（記事提供 Full-Count）,https://pacificleague.com/news/2018/11/9558,CONTEXT_ONLY,exclude_until_context_known,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_辰己涼介_2018_3.78,EXACT_OR_NOT_APPLICABLE,false,,打撃形態/計測条件が不明。条件が確認できるまで使用しない。
R00308,辰己涼介,辰己涼介,東北楽天ゴールデンイーグルス,,2020,2020,HP_TO_1B_SECONDS,3.72,seconds,contact_to_1b,swing_or_bunt_to_run,bunt,2020年開幕～8月31日、セーフティーバントから一塁到達した場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,スポーツナビ（パ・リーグインサイト）,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,CONTEXT_ONLY,exclude_from_speed,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_辰己涼介_2020_3.72,EXACT_OR_NOT_APPLICABLE,false,,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00309,福田秀平,福田秀平,千葉ロッテマリーンズ,,2020,2020,HP_TO_1B_SECONDS,3.71,seconds,contact_to_1b,swing_or_bunt_to_run,bunt,2020年開幕～8月31日、セーフティーバントから一塁到達した場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,スポーツナビ（パ・リーグインサイト）,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,CONTEXT_ONLY,exclude_from_speed,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_福田秀平_2020_3.71,EXACT_OR_NOT_APPLICABLE,false,,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00310,周東佑京,周東佑京,福岡ソフトバンクホークス,,2020,2020,HP_TO_1B_SECONDS,3.69,seconds,contact_to_1b,swing_or_bunt_to_run,bunt,2020年開幕～8月31日、セーフティーバントから一塁到達した場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,スポーツナビ（パ・リーグインサイト）,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,CONTEXT_ONLY,exclude_from_speed,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_周東佑京_2020_3.69,EXACT_OR_NOT_APPLICABLE,false,,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00311,源田壮亮,源田壮亮,埼玉西武ライオンズ,,2020,2020,HP_TO_1B_SECONDS,3.68,seconds,contact_to_1b,swing_or_bunt_to_run,bunt,2020年開幕～8月31日、プッシュバントからヘッドスライディングで一塁到達した場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,スポーツナビ（パ・リーグインサイト）,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,CONTEXT_ONLY,exclude_from_speed,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_源田壮亮_2020_3.68,EXACT_OR_NOT_APPLICABLE,false,,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00312,ブランドン・レアード,ブランドン・レアード,千葉ロッテマリーンズ,,2020,2020,HP_TO_1B_SECONDS,5.17,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,normal_swing,2020年開幕～8月31日、守備シフトで空いた一二塁間への内野安打で一塁到達した場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,スポーツナビ（パ・リーグインサイト）,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_ブランドンレアード_2020_5.17,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00313,周東佑京,周東佑京,福岡ソフトバンクホークス,,2020,2020,HP_TO_1B_SECONDS,3.5,seconds,contact_to_1b,swing_or_bunt_to_run,bunt,2020年開幕～8月31日、セーフティーバントから一塁到達し、宇佐見真吾の送球より先に到達した場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,スポーツナビ（パ・リーグインサイト）,https://sports.yahoo.co.jp/official/detail/202009180094-spnaviow,CONTEXT_ONLY,exclude_from_speed,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_周東佑京_2020_3.5,EXACT_OR_NOT_APPLICABLE,false,,セーフティ/プッシュバント。通常スイングより0.数秒短くなり得るため走力アンカー禁止。
R00314,金子侑司,金子侑司,埼玉西武ライオンズ,,2021,2021,HP_TO_1B_SECONDS,3.93,seconds,contact_to_1b,swing_or_bunt_to_run,normal_swing,2021年3月26日～4月末、開幕戦初回のスイングによる内野安打,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/32690,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_金子侑司_2021_3.93,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00315,辰己涼介,辰己涼介,東北楽天ゴールデンイーグルス,,2021,2021,HP_TO_1B_SECONDS,3.88,seconds,contact_to_1b,swing_or_bunt_to_run,normal_swing,2021年3月26日～4月末、外角球を叩きつけた高いバウンドの内野安打,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/32690,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_辰己涼介_2021_3.88,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00316,源田壮亮,源田壮亮,埼玉西武ライオンズ,,2021,2021,HP_TO_1B_SECONDS,3.85,seconds,contact_to_1b,swing_or_bunt_to_run,normal_swing,2021年3月26日～4月末、スイングによる内野安打の一塁到達,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/32690,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_源田壮亮_2021_3.85,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00317,源田壮亮,源田壮亮,埼玉西武ライオンズ,,2021,2021,HP_TO_1B_SECONDS,3.84,seconds,contact_to_1b,swing_or_bunt_to_run,normal_swing,2021年3月26日～4月末、変化球を逆方向へ当てたゴロの内野安打,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/32690,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_源田壮亮_2021_3.84,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00318,中川圭太,中川圭太,オリックス・バファローズ,,2021,2021,HP_TO_1B_SECONDS,4.01,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,normal_swing,2021年3月26日～4月末、右打者の内野安打一塁到達,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/32690,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_中川圭太_2021_4.01,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00319,中田翔,中田翔,北海道日本ハムファイターズ,,2021,2021,HP_TO_1B_SECONDS,5.57,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,stopped_or_slowed,2021年3月26日～4月末、ハーフスイングの打球をいったんファウルと見て走行を止め、再び一塁へ走った内野安打,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/32690,CONTEXT_ONLY,exclude_from_speed,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_中田翔_2021_5.57,EXACT_OR_NOT_APPLICABLE,false,,途中で走行を止めたため身体的走力の比較不能。
R00320,源田壮亮,源田壮亮,埼玉西武ライオンズ,,2021,2021,HP_TO_1B_SECONDS,3.8,seconds,contact_to_1b,swing_or_bunt_to_run,normal_swing,2021年3月26日～4月末、一塁ゴロを全力疾走して内野安打にした場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/32690,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_源田壮亮_2021_3.8,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00321,三森大貴,三森大貴,福岡ソフトバンクホークス,,2022,2022,HP_TO_1B_SECONDS,3.8,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,normal_swing,2022年3月25日～4月30日、内野安打で一塁を走り抜けた場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/41022,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_三森大貴_2022_3.8,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00322,高部瑛斗,高部瑛斗,千葉ロッテマリーンズ,,2022,2022,HP_TO_1B_SECONDS,3.79,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,normal_swing,2022年3月25日～4月30日、低めの変化球で体勢を崩しながら打った内野安打,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/41022,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_高部瑛斗_2022_3.79,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00323,三森大貴,三森大貴,福岡ソフトバンクホークス,,2022,2022,HP_TO_1B_SECONDS,3.76,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,normal_swing,2022年3月25日～4月30日、二塁走者がいる場面の遊撃への内野安打,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/41022,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_三森大貴_2022_3.76,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
R00324,和田康士朗,和田康士朗,千葉ロッテマリーンズ,,2022,2022,HP_TO_1B_SECONDS,3.75,seconds,reported_hp_to_1b_unspecified_origin,swing_or_bunt_to_run,normal_swing,2022年3月25日～4月30日、投手へのぼてぼてのゴロを内野安打にした場面,GAME_CONTEXT_NOT_COHORT,curated_homeplate_to_first_20260809,medium,パ・リーグ.com,https://pacificleague.com/news/41022,CONTEXT_ONLY,tier_c_contextual,CANONICAL_SOURCE_RECORD,false,REJECTED_CONTEXT_ONLY,REJECTED_CONTACT_TO_RUN_TRANSITION_OR_GAME_CONTEXT,hp_to_1b_和田康士朗_2022_3.75,EXACT_OR_NOT_APPLICABLE,false,,通常打撃の一塁到達。打撃→走行移行と打席左右が混ざるためT90直接値にはしない。
