event_id	event_date_start	event_date_end	retrieved_at	region	country	league	organization	competition	topic_family	subtopic	headline_or_event_name	fact_summary	primary_source_url	secondary_source_urls	source_authority	verification_status	historical_or_current	mechanism_revealed	potential_game_system	existing_requirement_ids	novelty_status	materiality	recurrence_class	player_frustration_risk	suggested_default_or_toggle	implementation_complexity	research_confidence	notes	wave	topic_family_codes	wave1_relation	corrected_existing_requirement_ids	semantic_mapping_status
PNN-059	1981-06-12	1981-07-31	2026-08-24	North America	United States	MLB	MLB; MLBPA	Work stoppage	Labor and history	1981 strike and split season	MLB commissioner history records the 1981 strike and its effect on the season	Work stoppage can create a split season, altered standings, and long-lived labor memory.	https://www.mlb.com/official-information/about-mlb/commissioners/bowie-kuhn	https://www.mlb.com/amp/news/timeline-of-recent-cba-negotiations	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Labor disruption can change schedule topology and record interpretation.	labor stoppage/calendar/records	PW-121;PW-122;PW-181;PW-213;PW-214	ALREADY_COVERED	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	DEFAULT_RARE	HIGH	HIGH	Known OPEN-13 domain; not new.	WAVE1_BASELINE	L;Q	RETAINED_BASELINE	PW-181;PW-188;PW-189;PW-213;PW-214;PW-216	CORRECTED
PNW2-001	1950-01-01	1950-12-31	2026-08-25	East Asia	Japan	NPB	NPB; Central League; Pacific League	Two-league reorganization	D - organization/competitive balance	club count and scheduling	1950 NPB two-league split created a 15-club operating shock	NPB official history records the 1949 eight-club single league becoming two leagues with 15 clubs in 1950; stadium scarcity forced dense doubleheader scheduling.	https://npb.jp/news/detail/20180518_01.html	https://npb.jp/cl/history.html;https://npb.jp/pl/history.html	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	League topology changes can create immediate calendar, venue, travel, and competitive-balance strain.	club-count/calendar/venue-capacity/competitive-balance state	PW-165;PW-167;PW-179;PW-180;PW-201;PW-203	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	MEDIUM	DEFAULT_RARE	HIGH	HIGH	Historical anchor; no claim that every 15-club state should be replayed.	WAVE2	D;K;Q	NEW_WAVE2_RESEARCH	PW-165;PW-167;PW-179;PW-180;PW-201;PW-203	PENDING_LEDGER_CHECK
PNW2-002	1950-01-01	1951-02-28	2026-08-25	East Asia	Japan	NPB	West Japan Pirates; NPB	Central League expansion	Q - rare structural events	travel and club viability	West Japan Pirates lasted one season after a 74-night, 75-day expedition	NPB's official recorder column links the club's one-season failure to 1950 expansion, dispersed venues, and a 74-night 75-day road trip before merger into Nishitetsu.	https://npb.jp/news/detail/20210317_01.html	https://npb.jp/news/detail/20180518_01.html	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A new club can fail because schedule, travel, venue, and local-market capacity are misaligned before on-field quality is evaluated.	expansion/relocation/operating-capacity/travel shock	PW-165;PW-174;PW-179;PW-180;PW-201;PW-203;PW-204;PW-247	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	DEFAULT_RARE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	K;Q	NEW_WAVE2_RESEARCH	PW-165;PW-174;PW-179;PW-180;PW-201;PW-203;PW-204;PW-247	PENDING_LEDGER_CHECK
PNW2-003	1948-01-01	1955-12-31	2026-08-25	East Asia	Japan	NPB	NPB farm clubs	Farm league formation	E - player development	farm governance and capacity	NPB farm structures formed in stages from 1948 to 1955	NPB official farm history describes 1948 reserve teams, independent 1952 and 1954 competitions, and NPB-supervised Eastern and Western leagues in 1955; the first Eastern league later paused because clubs lacked players.	https://npb.jp/news/detail/20260109_03.html	https://npb.jp/cl/history.html;https://npb.jp/pl/history.html	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Development capacity can be built incrementally, delegated, paused, and later standardized.	farm-tier/capacity/league-governance/reconfiguration	PW-149;PW-150;PW-155;PW-156;PW-168;PW-179;PW-180	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	MEDIUM	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	D;E;G;Q	NEW_WAVE2_RESEARCH	PW-149;PW-150;PW-155;PW-156;PW-168;PW-179;PW-180	PENDING_LEDGER_CHECK
PNW2-004	1965-01-01	1965-12-31	2026-08-25	East Asia	Japan	NPB	NPB	NPB draft	B - draft/amateur acquisition	draft institution	NPB's first draft system began in 1965	NPB official league history identifies 1965 as the first NPB draft year, shifting amateur acquisition toward a league-managed entry mechanism.	https://npb.jp/pl/history.html	https://draft.npb.jp/draft/playback_heisei.html;https://npb.jp/cl/history.html	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A league can replace open amateur competition with a formal allocation system that changes access, order, and bargaining.	draft/eligibility/order/allocation-history	PW-053;PW-054;PW-055;PW-056;PW-057;PW-195;PW-196;PW-198	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	MEDIUM	DEFAULT	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	B;D;L	NEW_WAVE2_RESEARCH	PW-053;PW-054;PW-055;PW-056;PW-057;PW-195;PW-196;PW-198	PENDING_LEDGER_CHECK
PNW2-005	1978-01-01	1978-12-31	2026-08-25	East Asia	Japan	NPB	NPB	NPB draft reform	B - draft/amateur acquisition	loophole and reform	NPB introduced a new draft system in 1978	NPB's Central League history identifies a 1978 draft-system change; it is retained as a structural precedent for route-seeking and later rule repair, without importing unsupported personal allegations.	https://npb.jp/cl/history.html	https://draft.npb.jp/draft/playback_heisei.html;https://www.jstage.jst.go.jp/article/sposun/28/3/28_241/_pdf	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	When an allocation rule changes, clubs and prospects can seek alternative institutional routes, causing later rule repair.	draft-rule/migration-route/controversy/reform	PW-053;PW-054;PW-055;PW-195;PW-196;PW-198;PW-199;PW-200	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	OWNER_CALIBRATION	HIGH	MEDIUM	Source-bounded; no unsupported real-person allegation is retained.	WAVE2	B;L;M	NEW_WAVE2_RESEARCH	PW-053;PW-054;PW-055;PW-195;PW-196;PW-198;PW-199;PW-200	PENDING_LEDGER_CHECK
PNW2-006	1993-01-01	2003-12-31	2026-08-25	East Asia	Japan	NPB	NPB	Free-agent system reform	C - contracts/FA/player movement	labor and reserve rights	NPB free-agent rules evolved through the 1990s and early 2000s	Official NPB history records a 1993 FA research committee; academic and secondary histories document later service-time and reverse-designation changes, supporting an era-sensitive labor gate.	https://npb.jp/cl/history.html	https://npbc.media/en/articles/free-agent-system-history/;https://www.jstage.jst.go.jp/article/sposun/28/3/28_241/_pdf	PRIMARY_PLUS_ACADEMIC	VERIFIED_PRIMARY	HISTORICAL	Reserve rights and free agency can be revised in stages, with transition rules changing who gains mobility and when.	FA/service-time/reserve-rights/labor-transition	PW-129;PW-133;PW-134;PW-135;PW-188;PW-189;PW-198;PW-213	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	DEFAULT	HIGH	MEDIUM	Research evidence only; no implementation implication.	WAVE2	C;L;Q	NEW_WAVE2_RESEARCH	PW-129;PW-133;PW-134;PW-135;PW-188;PW-189;PW-198;PW-213	PENDING_LEDGER_CHECK
PNW2-007	2004-09-01	2005-01-01	2026-08-25	East Asia	Japan	NPB	Orix BlueWave; Osaka Kintetsu Buffaloes; Orix Buffaloes	Club integration	Q - rare structural events	ownership and merger	Orix and Kintetsu club histories culminated in the 2004-05 Buffaloes integration	Orix's official history records the integration of Osaka Kintetsu Buffaloes and Orix BlueWave and the launch of Orix Buffaloes during the 2004 realignment.	https://www.buffaloes.co.jp/special/beginner/about/history.html	https://www.buffaloes.co.jp/company/history/kintetsu/;https://corp.rakuten.co.jp/investors/assets/doc/documents/reports_2004.pdf	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A club sale or merger can change league topology, identity, assets, and development continuity at once.	sale/merger/relocation/identity/roster-continuity	PW-201;PW-203;PW-204;PW-214;PW-247;PW-248	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	HIGH_IF_AUTOMATIC	DEFAULT_RARE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	D;K;Q	NEW_WAVE2_RESEARCH	PW-201;PW-203;PW-204;PW-214;PW-247;PW-248	PENDING_LEDGER_CHECK
PNW2-008	2026-01-01	2026-08-24	2026-08-25	East Asia	Japan	NPB	NPB	Farm league	D - organization/competitive balance	farm topology	NPB reorganized farm competition into one league and three districts in 2026	NPB official 2026 materials present a one-league, three-district format with district competition and a four-club championship route, extending the earlier two-league farm model.	https://npb.jp/campaign/2026/farm/	https://npb.jp/news/detail/20260122_01.html;https://npb.jp/farm/2026/schedule_note.html	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_AS_OF_CUTOFF	A development league can reconfigure geography, schedule density, and qualification without changing top-league club count.	farm-league/districts/qualification/schedule-capacity	PW-149;PW-150;PW-165;PW-167;PW-179;PW-180;PW-193;PW-203	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	OWNER_CALIBRATION	HIGH	HIGH	Current as of 2026-08-24; format is not permanent.	WAVE2	D;E;Q	NEW_WAVE2_RESEARCH	PW-149;PW-150;PW-165;PW-167;PW-179;PW-180;PW-193;PW-203	PENDING_LEDGER_CHECK
PNW2-009	1990-01-01	1990-12-31	2026-08-25	East Asia	Japan	NPB	Hiroshima Toyo Carp	Carp Academy	E - player development	international academy	Carp Academy began in 1990 as a long-running international development route	Carp official material identifies the academy as established in 1990 and describes its graduates, supporting a club-owned international pipeline.	https://www.carp.co.jp/company/baseball-promotion/20260319_02	https://hiroshima-ic.or.jp/files/about/letterzine/hic_vol.100.pdf	PRIMARY_OFFICIAL	VERIFIED	HISTORICAL	A club can build a persistent overseas development institution rather than rely only on annual transfers.	club-academy/international-pipeline/knowledge-capital	PW-145;PW-151;PW-155;PW-156;PW-157;PW-168;PW-177	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	LOW	TOGGLE	HIGH	MEDIUM	Official page was crawled with limited text; start year retained with bounded confidence.	WAVE2	E;G;N;O	NEW_WAVE2_RESEARCH	PW-145;PW-151;PW-155;PW-156;PW-157;PW-168;PW-177	PENDING_LEDGER_CHECK
PNW2-010	2025-03-01	2025-03-31	2026-08-25	East Asia	Japan	NPB	Hanshin Tigers	Farm facility relocation	E - player development	facility and local market	Hanshin moved farm operations to the Oda-Minami / SGL Stadium complex	Hanshin official material documents a 2025 move from Naruo-hama to a farm complex with stadium, practice areas, indoor facilities, and player dormitory.	https://score.hanshintigers.jp/news/topics/info_9665.html	https://www.hankyu-hanshin.co.jp/docs/integratedreport2023_j_view_%20rev.pdf	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Development capacity is coupled to facility capital, living conditions, local access, and operating geography.	farm-facility/capacity/fan-market/player-environment	PW-141;PW-149;PW-150;PW-155;PW-247	PARTIAL_EXTENSION	MEDIUM	RARE_SYSTEMIC	LOW	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	E;K;Q	NEW_WAVE2_RESEARCH	PW-141;PW-149;PW-150;PW-155;PW-247	PENDING_LEDGER_CHECK
PNW2-011	2025-03-01	2025-03-31	2026-08-25	East Asia	Japan	NPB	Yomiuri Giants	Giants Town / farm development	E - player development	facility, methods, and community	Giants opened a multi-use farm environment and describes development methods as an organizational asset	Giants official material links farm environment, development methods, sports science, coach development, U-15, and community use.	https://www.giants.jp/sp/giantsway/	https://www.giants.jp/sp/gts-opning-game/;https://tokyo-giants-town.yomiuriland.com/	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Facilities, methods, junior pipelines, and staff learning can operate as one development network.	farm-facility/academy/staff-ladder/knowledge-transfer	PW-145;PW-149;PW-155;PW-156;PW-157;PW-177	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	LOW	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	E;F;G;N	NEW_WAVE2_RESEARCH	PW-145;PW-149;PW-155;PW-156;PW-157;PW-177	PENDING_LEDGER_CHECK
PNW2-012	2019-03-14	2019-03-14	2026-08-25	East Asia/North America	Japan/United States	NPB/MLB	Yokohama DeNA BayStars; Arizona Diamondbacks	Strategic partnership	F - scouting/analytics/AI/technology	international staff exchange	BayStars and Diamondbacks created a strategic partnership	BayStars official material describes the first MLB partnership for the club, following an Australia partnership, with cross-organization development and scouting purposes.	https://sp.baystars.co.jp/news/2019/03/0314_07.php	https://sp.baystars.co.jp/news/2020/01/0127_03.php;https://www.baystars.co.jp/corporate/history.php	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Partnerships can transfer scouting, coaching, strength, analytics, and organizational knowledge without a player transaction.	knowledge-transfer/partnership/scouting/analytics	PW-145;PW-153;PW-155;PW-156;PW-157;PW-158	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	LOW	TOGGLE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	F;G;N;O	NEW_WAVE2_RESEARCH	PW-145;PW-153;PW-155;PW-156;PW-157;PW-158	PENDING_LEDGER_CHECK
PNW2-013	1990-01-01	1992-12-31	2026-08-25	East Asia	Japan	NPB	Yakult Swallows	Nomura / ID baseball period	F - scouting/analytics/AI/technology	opponent research and organizational learning	Yakult's 1990s history presents ID baseball as a data and research transformation	Yakult official history describes staged reform and ID baseball, with the 1992 league title following the development period.	https://www.yakult-swallows.co.jp/company/history/1990	https://www.yakult-swallows.co.jp/company/history	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A club can build a research language and staff routine that changes opponent adaptation over multiple seasons.	opponent-research/data-culture/staff-learning	PW-116;PW-117;PW-120;PW-145;PW-153;PW-155;PW-156;PW-157;PW-158	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	LOW	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	F;G;H	NEW_WAVE2_RESEARCH	PW-116;PW-117;PW-120;PW-145;PW-153;PW-155;PW-156;PW-157;PW-158	PENDING_LEDGER_CHECK
PNW2-014	2015-08-01	2015-08-31	2026-08-25	East Asia	Japan	NPB	Chunichi Dragons	Dragons Baseball Academy	E - player development	academy and community	Chunichi established a formal baseball academy	Dragons official company history records the 2015 establishment of the Dragons Baseball Academy for youth development and sports promotion.	https://www.dragons.jp/about/company/	-	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A club academy can be a local participation and development input without being identical to a professional farm team.	academy/community pipeline/participation	PW-149;PW-151;PW-174;PW-175;PW-177	PARTIAL_EXTENSION	MEDIUM	CONDITIONAL_RECURRING	LOW	TOGGLE	HIGH	HIGH	No additional foreign-player mechanism was found in the club-level sweep.	WAVE2	E;N	NEW_WAVE2_RESEARCH	PW-149;PW-151;PW-174;PW-175;PW-177	PENDING_LEDGER_CHECK
PNW2-015	2022-11-30	2023-12-31	2026-08-25	East Asia	Japan	NPB	Fukuoka SoftBank Hawks	Three/four-team system	E - player development	multi-team capacity and data	SoftBank announced a four-team system for 2023	Hawks official announcement specifies 122 total players, 229 planned three/four-team games, coordinators across levels, data-science and high-performance links, AI-assisted broadcasts, and a development sponsor concept.	https://www.softbankhawks.co.jp/news/detail/00006099.html	https://wing2.softbankhawks.co.jp/ex/85th_30th_anniv/history.html	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Extra development teams create capacity, coordination, data, facility, fan, and sponsor tradeoffs rather than only more roster slots.	multi-team/farm-capacity/coordinator/data/AI/fan-market	PW-149;PW-150;PW-151;PW-153;PW-155;PW-156;PW-157;PW-158;PW-179;PW-180	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	E;F;G;K	NEW_WAVE2_RESEARCH	PW-149;PW-150;PW-151;PW-153;PW-155;PW-156;PW-157;PW-158;PW-179;PW-180	PENDING_LEDGER_CHECK
PNW2-016	2026-07-01	2026-08-24	2026-08-25	East Asia	Japan	NPB	Chiba Lotte Marines	Farm stadium project	K - business/fans/media/stadiums	farm facility and regional partnership	Marines and Kimitsu advanced a new farm facility planning process	Official farm-stadium material records a Kimitsu friendship-city agreement, a planned farm facility, and local baseball/community activities tied to the move.	https://www.marines.co.jp/farm/stadium/	https://www.marines.co.jp/farm/	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_AS_OF_CUTOFF	A farm facility can be both a development asset and a regional-market/partnership project.	farm-facility/local-market/club-community	PW-141;PW-149;PW-150;PW-155;PW-247	PARTIAL_EXTENSION	MEDIUM	RARE_SYSTEMIC	LOW	OWNER_CALIBRATION	HIGH	HIGH	Planning state only; construction completion is not inferred.	WAVE2	E;K;Q	NEW_WAVE2_RESEARCH	PW-141;PW-149;PW-150;PW-155;PW-247	PENDING_LEDGER_CHECK
PNW2-017	2026-07-01	2026-08-24	2026-08-25	East Asia	Japan	NPB	Saitama Seibu Lions	Three-team/farm operations	E - player development	tiered development and community games	Lions official farm materials expose a third-team layer and distributed operations	Lions official 2026 notices show second- and third-team games, regional venues, and cancellation/schedule operations beyond a single reserve team.	https://www.seibulions.jp/farm/index.html	https://www.seibulions.jp/company/	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_AS_OF_CUTOFF	A third team can increase development repetitions while adding calendar and operating complexity.	multi-team/farm-schedule/regional-operations	PW-149;PW-150;PW-165;PW-179;PW-180	PARTIAL_EXTENSION	MEDIUM	CONDITIONAL_RECURRING	LOW	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	D;E;K	NEW_WAVE2_RESEARCH	PW-149;PW-150;PW-165;PW-179;PW-180	PENDING_LEDGER_CHECK
PNW2-018	2020-12-01	2021-04-01	2026-08-25	North America	United States/Canada	MLB/MiLB	MLB; Minor League Baseball	Player Development League	E - player development	affiliation standards	MLB modernized the player-development system and assigned four affiliate levels	MLB set one Triple-A, Double-A, High-A, and Low-A affiliate per club, PDL licenses, facility and working-condition standards, higher salaries, reduced travel, and geographic alignment.	https://www.mlb.com/press-release/press-release-mlb-announces-new-modernized-player-development-system-and-the-120	https://www.mlb.com/news/the-mlb-farm-system-explained	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A central governing body can standardize development conditions while preserving local affiliates and changing travel and cost structures.	farm-affiliation/standards/travel/geography/player-conditions	PW-149;PW-150;PW-168;PW-179;PW-180;PW-247	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	D;E;K;L	NEW_WAVE2_RESEARCH	PW-149;PW-150;PW-168;PW-179;PW-180;PW-247	PENDING_LEDGER_CHECK
PNW2-019	2021-01-01	2021-12-31	2026-08-25	North America	United States	MLB/MiLB	MLB; Prep Baseball Report; Appalachian League clubs	MLB Draft League	B - draft/amateur acquisition	showcase league	MLB created the Draft League as a draft-eligible showcase and regional development competition	MLB and PBR announced a league focused on players eligible for that summer's draft, combining scouting exposure, local communities, and a reshaped Appalachian League pathway.	https://www.mlb.com/press-release/press-release-mlb-draft-league-to-launch-in-2021	https://www.mlb.com/news/mlb-draft-league-first-year-success;https://www.mlb.com/news/mlb-draft-league-announces-2022-schedule-and-expanded-format	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	A league can be designed as an evaluation market between amateur status and the draft, with visibility and local-market tradeoffs.	draft-league/showcase/evaluation/independent-route	PW-053;PW-054;PW-055;PW-145;PW-151;PW-239;PW-240;PW-241;PW-260	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	TOGGLE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	B;D;E;N	NEW_WAVE2_RESEARCH	PW-053;PW-054;PW-055;PW-145;PW-151;PW-239;PW-240;PW-241;PW-260	PENDING_LEDGER_CHECK
PNW2-020	2021-01-01	2022-12-31	2026-08-25	North America	United States	MLB/USA Baseball	MLB; USA Baseball	Prospect Development Pipeline and Draft Combine	F - scouting/analytics/AI/technology	standardized evaluation	MLB and USA Baseball expanded the PDP with showcase events and a first MLB Draft Combine	The official announcement describes the PDP as an identification and assessment pathway to all 30 MLB clubs, with high-school and college evaluation events.	https://www.mlb.com/news/mlb-draft-combine-pdp-league-showcase-events	https://www.mlb.com/press-release/press-release-mlb-draft-league-to-launch-in-2021	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Shared evaluation infrastructure can reduce scouting noise while concentrating access and data ownership.	scouting/evaluation/data/visibility	PW-053;PW-055;PW-120;PW-145;PW-153;PW-155;PW-239;PW-241;PW-260	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	MEDIUM	TOGGLE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	B;F;H	NEW_WAVE2_RESEARCH	PW-053;PW-055;PW-120;PW-145;PW-153;PW-155;PW-239;PW-241;PW-260	PENDING_LEDGER_CHECK
PNW2-021	2021-07-01	2026-08-24	2026-08-25	North America	United States	NCAA	NCAA; Division I schools; student-athletes	NIL and transfer governance	I - player identity/psychology/agency	amateur market and agency	NCAA NIL and transfer compliance created a more stateful college-player market	NCAA materials show ongoing NIL reporting thresholds and transfer-process rules, making school choice, compensation disclosure, and eligibility governed states.	https://www.ncaa.org/student-athletes/name-image-likeness/	https://www.ncaa.org/media-center-division-i-board-of-directors-ratifies-transfer-nil-rule-changes/	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_AS_OF_CUTOFF	Amateur players can have agency, market value, eligibility, and compliance states before professional acquisition.	college-pipeline/agency/NIL/eligibility/compliance	PW-054;PW-055;PW-168;PW-188;PW-205;PW-239;PW-240;PW-241;PW-244;PW-256	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	HIGH_IF_AUTOMATIC	TOGGLE	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	B;C;I;L	NEW_WAVE2_RESEARCH	PW-054;PW-055;PW-168;PW-188;PW-205;PW-239;PW-240;PW-241;PW-244;PW-256	PENDING_LEDGER_CHECK
PNW2-022	2026-06-01	2026-08-24	2026-08-25	North America	United States	MLB	MLB; MLBPA; clubs	Domestic amateur draft proposal	B - draft/amateur acquisition	draft eligibility	MLB proposed a 2028 domestic draft eligibility change	MLB proposes a 2028 age and post-high-school rule and explicitly allows non-college players from the Draft League or independent leagues to be drafted; it is not enacted.	https://www.mlb.com/level-the-playing-field/fact-sheets/domestic-amateur-proposal	-	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_PROPOSAL_AS_OF_CUTOFF	Draft eligibility can move the evaluation window and make alternative leagues valid entry routes.	draft-eligibility/alternative-league/transition-rule	PW-053;PW-054;PW-055;PW-195;PW-196;PW-198;PW-239;PW-240;PW-241;PW-260	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	HIGH_IF_AUTOMATIC	OWNER_CALIBRATION	HIGH	HIGH	Proposal status is explicitly separated from enacted rules.	WAVE2	B;D;N;Q	NEW_WAVE2_RESEARCH	PW-053;PW-054;PW-055;PW-195;PW-196;PW-198;PW-239;PW-240;PW-241;PW-260	PENDING_LEDGER_CHECK
PNW2-023	2026-06-01	2026-08-24	2026-08-25	Global	United States/International	MLB	MLB; MLBPA; international federations	International draft proposal	O - country-specific systems	international market governance	MLB proposed a separate international draft and trainer protections	MLB's proposal describes an international draft, a 200 million dollar first-year pool, and oversight/protections for Dominican trainers; it remains unsettled.	https://www.mlb.com/news/mlb-domestic-and-international-draft-proposals	https://www.mlb.com/trainer-partnership;https://www.mlb.com/trainer-partnership/dominican-republic	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_PROPOSAL_AS_OF_CUTOFF	International acquisition rules can be redesigned while changing trainer incentives, age timing, and market access.	international-draft/trainer-governance/pool/eligibility	PW-151;PW-168;PW-172;PW-173;PW-195;PW-196;PW-198;PW-239;PW-240;PW-241;PW-256	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	HIGH_IF_AUTOMATIC	OWNER_CALIBRATION	HIGH	HIGH	No unverified claims about named trainers or prospects are used.	WAVE2	B;N;O;L	NEW_WAVE2_RESEARCH	PW-151;PW-168;PW-172;PW-173;PW-195;PW-196;PW-198;PW-239;PW-240;PW-241;PW-256	PENDING_LEDGER_CHECK
PNW2-024	2026-06-25	2026-08-24	2026-08-25	North America	United States	MLB	MLB; MLBPA	CBA proposal	L - governance/labor/player associations	reserve, FA, and salary timing	MLB's June 2026 proposal included earlier FA for some older players and salary-pool changes	MLB reports a proposal to reduce reserve time from six to five years for players aged 30 and over, remove qualifying offers, and alter minimum/pre-arbitration compensation; not settled by cutoff.	https://www.mlb.com/news/mlb-cba-proposal-addresses-minimum-salary-free-agency	https://www.mlb.com/news/players-association-marks-50th-year-as-a-labor-union	PRIMARY_OFFICIAL	CURRENT_STATUS_CHECK	CURRENT_PROPOSAL_AS_OF_CUTOFF	Labor bargaining can alter contract timing and resource distribution for a defined cohort.	CBA/proposal/FA/service-time/salary-pool	PW-129;PW-133;PW-134;PW-135;PW-138;PW-139;PW-141;PW-188;PW-189;PW-198;PW-247	PARTIAL_EXTENSION	HIGH	CONDITIONAL_RECURRING	HIGH_IF_AUTOMATIC	OWNER_CALIBRATION	HIGH	HIGH	Proposal status is explicitly separated from enacted CBA state.	WAVE2	C;L;Q	NEW_WAVE2_RESEARCH	PW-129;PW-133;PW-134;PW-135;PW-138;PW-139;PW-141;PW-188;PW-189;PW-198;PW-247	PENDING_LEDGER_CHECK
PNW2-025	1920-01-01	1939-12-31	2026-08-25	North America	United States	MLB/MiLB	St. Louis Cardinals; independent minor leagues	Farm-system formation	E - player development	affiliation history	Branch Rickey's Cardinals helped turn independent minor clubs into an owned development machine	MLB's historical explainer describes independent minors and the Cardinals' 1920s-30s acquisition of teams to create a coordinated farm system.	https://www.mlb.com/news/the-mlb-farm-system-explained	-	PRIMARY_OFFICIAL	VERIFIED_PRIMARY	HISTORICAL	Owning or controlling lower-tier development can improve coordination but consumes capital and changes local independence.	farm-ownership/affiliation/capacity/knowledge	PW-149;PW-150;PW-151;PW-155;PW-156;PW-157;PW-179;PW-180	PARTIAL_EXTENSION	HIGH	RARE_SYSTEMIC	MEDIUM	OWNER_CALIBRATION	HIGH	HIGH	Research evidence only; no implementation implication.	WAVE2	D;E;G;Q	NEW_WAVE2_RESEARCH	PW-149;PW-150;PW-151;PW-155;PW-156;PW-157;PW-179;PW-180	PENDING_LEDGER_CHECK
